Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-13B,20,10,2,32,32,1920,0.072436,0.0074477834865025,0.0105752499999999,0.0904590334865025,0.040868,3.8092293394601,2625.2029239639705,144.32069027107332,498.09725230228514,1.0
Llama2-13B,20,10,2,32,32,2048,0.073551,0.0074477834865025,0.01112525,0.0921240334865025,0.040868,3.875829339460101,2580.0929618312325,144.78973749633928,492.14061500298845,1.0
Llama2-13B,20,10,2,32,32,2176,0.0783315,0.0074477834865025,0.0116752499999999,0.0974545334865025,0.040868,4.0890493394601,2445.556208749576,148.30123834345713,473.3129020364004,1.0
Llama2-13B,20,10,2,32,32,2304,0.0794515,0.0074477834865025,0.01222525,0.0991245334865024,0.040868,4.1558493394601,2406.2469986698634,148.77033135937322,468.1168113861074,1.0
Llama2-13B,20,10,2,32,32,2432,0.080534,0.0074477834865025,0.0127752499999999,0.1007570334865025,0.040868,4.2211493394601,2369.0230304145166,149.23902860578846,463.2795732417004,1.0
Llama2-13B,20,10,2,32,32,2560,0.081649,0.0074477834865025,0.01332525,0.1024220334865025,0.040868,4.2877493394601,2332.225885494316,149.7080758310544,458.3891897973472,1.0
Llama2-13B,20,10,2,32,32,2688,0.0828115,0.0074477834865025,0.0138752499999999,0.1041345334865025,0.040868,4.3562493394601,2295.55271536394,150.17765796112135,453.371989280237,1.0
Llama2-13B,20,10,2,32,32,2816,0.0839315,0.0074477834865025,0.01442525,0.1058045334865025,0.040868,4.423049339460101,2260.8836647570947,150.64675097703747,448.7193454693336,1.0
Llama2-13B,20,10,2,32,32,2944,0.085014,0.0074477834865025,0.0149752499999999,0.1074370334865025,0.040868,4.4883493394601,2227.990569290868,151.1154482234527,444.3840079970732,1.0
Llama2-13B,20,10,2,32,32,3072,0.086129,0.0074477834865025,0.01552525,0.1091020334865025,0.040868,4.554949339460101,2195.41409898212,151.58449544871866,439.9926141274095,1.0
Llama2-13B,20,10,2,32,32,3200,0.0909095,0.0074477834865025,0.01607525,0.1144325334865025,0.040868,4.7681693394601,2097.240950996153,155.09599629583656,426.5120705092331,1.0
Llama2-13B,20,10,2,32,32,3328,0.0920295,0.0074477834865025,0.0166252499999999,0.1161025334865025,0.040868,4.8349693394601,2068.265442427119,155.5650893117526,422.5957147212377,1.0
Llama2-13B,20,10,2,32,32,3456,0.093112,0.0074477834865025,0.01717525,0.1177350334865025,0.040868,4.900269339460101,2040.7041546621956,156.03378655816783,418.9411315355912,1.0
Llama2-13B,20,10,2,32,32,3584,0.094227,0.0074477834865025,0.01772525,0.1194000334865025,0.040868,4.9668693394601,2013.340661199476,156.50283378343389,415.2282089619584,1.0
Llama2-13B,20,10,2,32,32,3712,0.0953895,0.0074477834865025,0.01827525,0.1211125334865025,0.040868,5.0353693394601,1985.9516404554772,156.9724159135008,411.3985708948596,1.0
Llama2-13B,20,10,2,32,32,3840,0.0965095,0.0074477834865025,0.01882525,0.1227825334865025,0.040868,5.1021693394601,1959.9506277967205,157.44150892941684,407.8394068185433,1.0
Llama2-13B,20,10,2,32,32,3968,0.097592,0.0074477834865025,0.01937525,0.1244150334865025,0.040868,5.1674693394601,1935.1832285946,157.9102061758322,404.5162671526152,1.0
Llama2-13B,20,10,2,32,32,4096,0.098707,0.0074477834865025,0.01992525,0.1260800334865025,0.040868,5.234069339460101,1910.5593280182848,158.37925340109808,401.1348065514554,1.0
Llama2-13B,20,20,1,32,32,128,0.088245,0.0056851889910016,0.00287525,0.0968054389910016,0.077148,4.099365559640067,4878.803734145642,127.05089775403898,719.8759009237856,1.0
Llama2-13B,20,20,1,32,32,256,0.089365,0.0056851889910016,0.00342525,0.0984754389910016,0.077148,4.166165559640068,4800.577344729401,127.51897720121924,713.4727085616248,1.0
Llama2-13B,20,20,1,32,32,384,0.0904475,0.0056851889910016,0.00397525,0.1001079389910016,0.077148,4.231465559640068,4726.494808503468,127.54032260882516,705.0516742244123,1.0
Llama2-13B,20,20,1,32,32,512,0.0915625,0.0056851889910016,0.00452525,0.1017729389910016,0.077148,4.298065559640068,4653.256150349381,128.45469453542876,701.4590827873246,1.0
Llama2-13B,20,20,1,32,32,640,0.094985,0.0056851889910016,0.00507525,0.1057454389910016,0.077148,4.456965559640068,4487.357986588333,130.73461861607706,688.1856009689794,1.0
Llama2-13B,20,20,1,32,32,768,0.096105,0.0056851889910016,0.00562525,0.1074154389910016,0.077148,4.523765559640068,4421.095597533859,131.20269806325726,682.6007911308326,1.0
Llama2-13B,20,20,1,32,32,896,0.0971875,0.0056851889910016,0.00617525,0.1090479389910016,0.077148,4.589065559640068,4358.185722142669,131.22410443798742,675.1079327999354,1.0
Llama2-13B,20,20,1,32,32,1024,0.0983025,0.0056851889910016,0.00672525,0.1107129389910016,0.077148,4.655665559640068,4295.841216211891,132.1384153974669,672.1009913149052,1.0
Llama2-13B,20,20,1,32,32,1152,0.103115,0.0056851889910016,0.00727525,0.1160754389910016,0.077148,4.870165559640068,4106.636572223248,135.72998885739025,658.1486149318249,1.0
Llama2-13B,20,20,1,32,32,1280,0.104235,0.0056851889910016,0.00782525,0.1177454389910016,0.077148,4.9369655596400674,4051.0714037588127,136.19806830457057,653.3221485325013,1.0
Llama2-13B,20,20,1,32,32,1408,0.1053175,0.0056851889910016,0.0083752499999999,0.1193779389910016,0.077148,5.002265559640067,3998.1883731576777,136.21947467930065,646.7086413905603,1.0
Llama2-13B,20,20,1,32,32,1536,0.1064325,0.0056851889910016,0.00892525,0.1210429389910016,0.077148,5.068865559640067,3945.656037762456,137.1337856387801,644.228903947479,1.0
Llama2-13B,20,20,1,32,32,1664,0.109855,0.0056851889910016,0.00947525,0.1250154389910016,0.077148,5.227765559640067,3825.726263320998,139.41370971942837,634.535113192064,1.0
Llama2-13B,20,20,1,32,32,1792,0.110975,0.0056851889910016,0.01002525,0.1266854389910016,0.077148,5.294565559640068,3777.4581832469794,139.88178916660868,630.2400953665629,1.0
Llama2-13B,20,20,1,32,32,1920,0.1120575,0.0056851889910016,0.0105752499999999,0.1283179389910017,0.077148,5.359865559640068,3731.436876066545,139.90319554133876,624.2473531059445,1.0
Llama2-13B,20,20,1,32,32,2048,0.1131725,0.0056851889910016,0.01112525,0.1299829389910016,0.077148,5.426465559640067,3685.6402717732494,140.81750650081824,622.1365901646526,1.0
Llama2-13B,20,20,1,32,32,2176,0.117953,0.0056851889910016,0.0116752499999999,0.1353134389910016,0.077148,5.639685559640068,3546.297003352156,144.32799377920034,611.8029799123393,1.0
Llama2-13B,20,20,1,32,32,2304,0.119073,0.0056851889910016,0.01222525,0.1369834389910016,0.077148,5.706485559640067,3504.784125180804,144.79607322638063,608.0138789917972,1.0
Llama2-13B,20,20,1,32,32,2432,0.1201555,0.0056851889910016,0.0127752499999999,0.1386159389910016,0.077148,5.771785559640067,3465.1322010042268,144.8174796011107,602.6252631011924,1.0
Llama2-13B,20,20,1,32,32,2560,0.1212705,0.0056851889910016,0.01332525,0.1402809389910017,0.077148,5.838385559640068,3425.604526404896,145.7317905605902,600.8542496344544,1.0
Llama2-13B,20,20,1,32,32,2688,0.124693,0.0056851889910016,0.0138752499999999,0.1442534389910016,0.077148,5.997285559640068,3334.842038303795,148.01171464123854,593.5045056307831,1.0
Llama2-13B,20,20,1,32,32,2816,0.125813,0.0056851889910016,0.01442525,0.1459234389910016,0.077148,6.064085559640068,3298.106499867244,148.47979408841877,590.0812876587423,1.0
Llama2-13B,20,20,1,32,32,2944,0.1268955,0.0056851889910016,0.0149752499999999,0.1475559389910016,0.077148,6.129385559640068,3262.9698042970635,148.50120046314885,585.1318622927873,1.0
Llama2-13B,20,20,1,32,32,3072,0.1280105,0.0056851889910016,0.01552525,0.1492209389910016,0.077148,6.195985559640067,3227.896483535676,149.41551142262833,583.6064675266027,1.0
Llama2-13B,20,20,1,32,32,3200,0.132791,0.0056851889910016,0.01607525,0.1545514389910016,0.077148,6.409205559640067,3120.5115538723926,152.9259987010104,575.8146211001136,1.0
Llama2-13B,20,20,1,32,32,3328,0.133911,0.0056851889910016,0.0166252499999999,0.1562214389910017,0.077148,6.476005559640068,3088.323475916161,153.3940781481907,572.746369410245,1.0
Llama2-13B,20,20,1,32,32,3456,0.1349935,0.0056851889910016,0.01717525,0.1578539389910016,0.077148,6.541305559640067,3057.4936176961733,153.41548452292074,568.2328575928497,1.0
Llama2-13B,20,20,1,32,32,3584,0.1361085,0.0056851889910016,0.01772525,0.1595189389910016,0.077148,6.607905559640067,3026.6776393047303,154.32979548240027,566.9366552507751,1.0
Llama2-13B,20,20,1,32,32,3712,0.139531,0.0056851889910016,0.01827525,0.1634914389910016,0.077148,6.7668055596400665,2955.604357732398,156.6097195630485,561.2004485134074,1.0
Llama2-13B,20,20,1,32,32,3840,0.140651,0.0056851889910016,0.01882525,0.1651614389910016,0.077148,6.833605559640067,2926.712673924572,157.07779901022883,558.3955997832534,1.0
Llama2-13B,20,20,1,32,32,3968,0.1417335,0.0056851889910016,0.01937525,0.1667939389910017,0.077148,6.898905559640069,2899.010549876761,157.09920538495896,554.20632872595,1.0
Llama2-13B,20,20,1,32,32,4096,0.1428485,0.0056851889910016,0.01992525,0.1684589389910016,0.077148,6.965505559640067,2871.2919441031177,158.0135163444384,553.0807685920341,1.0
Llama2-13B,20,40,1,32,16,128,0.1663145,0.0006398072596958,0.0057505,0.1727048072596958,0.1499815,7.208173790387835,5549.255770350648,121.8983464357655,732.9387782530417,1.0
Llama2-13B,20,40,1,32,16,256,0.168486,0.0006398072596958,0.0068505,0.1759763072596958,0.1499815,7.339033790387835,5450.308738513953,122.2919867891854,725.8287738398764,1.0
Llama2-13B,20,40,1,32,16,384,0.1728785,0.0006398072596958,0.0079505,0.1814688072596958,0.1499815,7.558733790387834,5291.891619581383,123.59107995357846,714.9013900142496,1.0
Llama2-13B,20,40,1,32,16,512,0.17505,0.0006398072596958,0.0090505,0.1847403072596958,0.1499815,7.689593790387835,5201.83524518563,123.98472030699844,708.2817498257548,1.0
Llama2-13B,20,40,1,32,16,640,0.1794425,0.0006398072596958,0.0101505,0.1902328072596958,0.1499815,7.909293790387836,5057.341535171193,125.28381347139144,698.1836157621044,1.0
Llama2-13B,20,40,1,32,16,768,0.181614,0.0006398072596958,0.0112505,0.1935043072596958,0.1499815,8.040153790387834,4975.029214966113,125.6774538248114,692.0031155352084,1.0
Llama2-13B,20,40,1,32,16,896,0.1860065,0.0006398072596958,0.0123505,0.1989968072596958,0.1499815,8.259853790387835,4842.7007323723865,126.9765469892045,682.6457515689206,1.0
Llama2-13B,20,40,1,32,16,1024,0.188178,0.0006398072596958,0.0134505,0.2022683072596958,0.1499815,8.390713790387837,4767.174879188808,127.3701873426244,676.8601395626712,1.0
Llama2-13B,20,40,1,32,16,1152,0.194589,0.0006398072596958,0.0145505,0.2097793072596958,0.1499815,8.691153790387835,4602.380876545856,129.6197351734788,666.120567830035,1.0
Llama2-13B,20,40,1,32,16,1280,0.1967605,0.0006398072596958,0.0156505,0.2130508072596958,0.1499815,8.822013790387837,4534.112159695627,130.01337552689864,660.7696947654563,1.0
Llama2-13B,20,40,1,32,16,1408,0.201153,0.0006398072596958,0.0167504999999999,0.2185433072596958,0.1499815,9.041713790387837,4423.940076772131,131.3124686912917,652.7989574666633,1.0
Llama2-13B,20,40,1,32,16,1536,0.2033245,0.0006398072596958,0.0178505,0.2218148072596958,0.1499815,9.172573790387837,4360.826188383132,131.70610904471167,647.7631030432223,1.0
Llama2-13B,20,40,1,32,16,1664,0.207717,0.0006398072596958,0.0189505,0.2273073072596959,0.1499815,9.392273790387836,4258.8196311884,133.00520220910474,640.3192911947731,1.0
Llama2-13B,20,40,1,32,16,1792,0.2098885,0.0006398072596958,0.0200505,0.2305788072596958,0.1499815,9.523133790387837,4200.298019584053,133.3988425625246,635.570041057631,1.0
Llama2-13B,20,40,1,32,16,1920,0.214281,0.0006398072596958,0.0211504999999999,0.2360713072596958,0.1499815,9.742833790387836,4105.58168809813,134.69793572691768,628.6041960179281,1.0
Llama2-13B,20,40,1,32,16,2048,0.2164525,0.0006398072596958,0.0222505,0.2393428072596958,0.1499815,9.873693790387836,4051.168777275684,135.09157608033763,624.1164970621156,1.0
Llama2-13B,20,40,1,32,16,2176,0.222835,0.0006398072596958,0.0233504999999999,0.2468253072596958,0.1499815,10.172993790387832,3931.979201421989,137.29055021688194,616.1085566310581,1.0
Llama2-13B,20,40,1,32,16,2304,0.2250065,0.0006398072596958,0.0244505,0.2500968072596958,0.1499815,10.303853790387835,3882.042662262428,137.68419057030184,611.9120584085429,1.0
Llama2-13B,20,40,1,32,16,2432,0.229399,0.0006398072596958,0.0255504999999999,0.2555893072596958,0.1499815,10.523553790387837,3800.99734336283,138.98328373469488,605.8582807017244,1.0
Llama2-13B,20,40,1,32,16,2560,0.2315705,0.0006398072596958,0.0266505,0.2588608072596959,0.1499815,10.654413790387837,3754.312605737827,139.3769240881148,601.8768542975672,1.0
Llama2-13B,20,40,1,32,16,2688,0.235963,0.0006398072596958,0.0277504999999999,0.2643533072596958,0.1499815,10.874113790387833,3678.460679283858,140.67601725250788,596.178287496378,1.0
Llama2-13B,20,40,1,32,16,2816,0.2381345,0.0006398072596958,0.0288505,0.2676248072596958,0.1499815,11.004973790387837,3634.720151259018,141.0696576059278,592.3948760298393,1.0
Llama2-13B,20,40,1,32,16,2944,0.242527,0.0006398072596958,0.0299504999999999,0.2731173072596958,0.1499815,11.224673790387834,3563.577948630784,142.36875077032087,587.0222728616642,1.0
Llama2-13B,20,40,1,32,16,3072,0.2446985,0.0006398072596958,0.0310505,0.2763888072596959,0.1499815,11.355533790387836,3522.5116439580283,142.76239112374077,583.4216030083583,1.0
Llama2-13B,20,40,1,32,16,3200,0.251081,0.0006398072596958,0.0321505,0.2838713072596959,0.1499815,11.654833790387835,3432.052375812468,144.9613652602851,577.3490039480687,1.0
Llama2-13B,20,40,1,32,16,3328,0.2532525,0.0006398072596958,0.0332504999999999,0.2871428072596959,0.1499815,11.785693790387834,3393.945296001425,145.35500561370503,573.9528952871343,1.0
Llama2-13B,20,40,1,32,16,3456,0.257645,0.0006398072596958,0.0343505,0.2926353072596959,0.1499815,12.005393790387837,3331.835731371524,146.6540987780981,569.2099546977353,1.0
Llama2-13B,20,40,1,32,16,3584,0.2598165,0.0006398072596958,0.0354505,0.2959068072596958,0.1499815,12.136253790387835,3295.90998102568,147.047739131518,565.9676699960085,1.0
Llama2-13B,20,40,1,32,16,3712,0.264209,0.0006398072596958,0.0365505,0.3013993072596959,0.1499815,12.355953790387836,3237.3057295760946,148.34683229591104,561.4753180092691,1.0
Llama2-13B,20,40,1,32,16,3840,0.2663805,0.0006398072596958,0.0376505,0.3046708072596958,0.1499815,12.486813790387831,3203.379234404169,148.74047264933102,558.3759796581618,1.0
Llama2-13B,20,40,1,32,16,3968,0.270773,0.0006398072596958,0.0387505,0.3101633072596959,0.1499815,12.706513790387836,3147.991704086373,150.039565813724,554.1156829289627,1.0
Llama2-13B,20,40,1,32,16,4096,0.2729445,0.0006398072596958,0.0398505,0.3134348072596958,0.1499815,12.837373790387836,3115.902103742633,150.433206167144,551.1494320902012,1.0
Llama2-70B,32,1,32,32,32,128,0.0378095,0.024571346435546874,0.00326,0.06564084643554688,0.0100555,5.411323214843751,184.79768446595634,1772.5390334801666,586.0098101932605,1.0
Llama2-70B,32,1,32,32,32,256,0.0399045,0.024571346435546874,0.0041400000000000005,0.06861584643554688,0.0100555,5.649323214843751,177.01235386434834,1775.4480739596336,556.1553439961763,1.0
Llama2-70B,32,1,32,32,32,384,0.0420485,0.024571346435546874,0.00502,0.07163984643554687,0.0100555,5.89124321484375,169.74345881364573,1778.3582188561911,528.662799759858,1.0
Llama2-70B,32,1,32,32,32,512,0.0441925,0.024571346435546874,0.0059,0.07466384643554688,0.0100555,6.133163214843751,163.04800067602244,1781.2683637527498,503.8378581639275,1.0
Llama2-70B,32,1,32,32,32,640,0.0463215,0.024571346435546874,0.00678,0.07767284643554687,0.0100555,6.373883214843749,156.89022943990577,1784.178136480157,481.46598676644675,1.0
Llama2-70B,32,1,32,32,32,768,0.0484165,0.024571346435546874,0.00766,0.08064784643554687,0.0100555,6.6118832148437505,151.2428407318189,1787.087176959623,461.38381981339603,1.0
Llama2-70B,32,1,32,32,32,896,0.0505605,0.024571346435546874,0.008539999999999999,0.08367184643554687,0.0100555,6.85380321484375,145.90439332051898,1789.997321856182,442.53847416861515,1.0
Llama2-70B,32,1,32,32,32,1024,0.0527045,0.024571346435546874,0.00942,0.08669584643554687,0.0100555,7.0957232148437495,140.92996157291915,1792.9074667527402,425.22637221507176,1.0
Llama2-70B,32,1,32,32,32,1152,0.060012,0.024571346435546874,0.010299999999999998,0.09488334643554688,0.0100555,7.750723214843751,129.02021815007612,1804.9693187094542,375.9600827145933,1.0
Llama2-70B,32,1,32,32,32,1280,0.062107,0.024571346435546874,0.011179999999999999,0.09785834643554688,0.0100555,7.98872321484375,125.17644848952985,1807.87835918892,363.8636464466405,1.0
Llama2-70B,32,1,32,32,32,1408,0.064251,0.024571346435546874,0.01206,0.10088234643554687,0.0100555,8.23064321484375,121.49718726678931,1810.7885040854787,352.2880002033972,1.0
Llama2-70B,32,1,32,32,32,1536,0.066395,0.024571346435546874,0.012939999999999998,0.10390634643554686,0.0100555,8.472563214843749,118.02803645631366,1813.6986489820367,341.45994596393496,1.0
Llama2-70B,32,1,32,32,32,1664,0.068524,0.024571346435546874,0.013819999999999999,0.10691534643554687,0.0100555,8.71328321484375,114.76730129653342,1816.6084217094447,331.3817826070876,1.0
Llama2-70B,32,1,32,32,32,1792,0.070619,0.024571346435546874,0.0147,0.10989034643554688,0.0100555,8.95128321484375,111.71582621156688,1819.5174621889114,322.06585022956125,1.0
Llama2-70B,32,1,32,32,32,1920,0.072763,0.024571346435546874,0.015579999999999998,0.11291434643554686,0.0100555,9.193203214843749,108.77601382566593,1822.4276070854692,313.0759464091415,1.0
Llama2-70B,32,1,32,32,32,2048,0.074907,0.024571346435546874,0.01646,0.11593834643554687,0.0100555,9.43512321484375,105.98695716307722,1825.3377519820276,304.6006634863944,1.0
Llama2-70B,32,1,32,32,32,2176,0.082186,0.024571346435546874,0.01734,0.12409734643554687,0.0100555,10.08784321484375,99.12921708859935,1837.2133904274888,279.42918964718586,1.0
Llama2-70B,32,1,32,32,32,2304,0.084281,0.024571346435546874,0.018220000000000004,0.12707234643554688,0.0100555,10.32584321484375,96.84439122244913,1840.1224309069548,272.9147777830939,1.0
Llama2-70B,32,1,32,32,32,2432,0.086425,0.024571346435546874,0.019100000000000002,0.13009634643554688,0.0100555,10.567763214843751,94.62740408446835,1843.0325758035128,266.56531324898936,1.0
Llama2-70B,32,1,32,32,32,2560,0.088569,0.024571346435546874,0.01998,0.13312034643554688,0.0100555,10.80968321484375,92.50964899940915,1845.9427207000717,260.52325315574177,1.0
Llama2-70B,32,1,32,32,32,2688,0.090698,0.024571346435546874,0.020860000000000004,0.13612934643554686,0.0100555,11.05040321484375,90.49443541179777,1848.8524934274794,254.8088840751008,1.0
Llama2-70B,32,1,32,32,32,2816,0.092793,0.024571346435546874,0.021740000000000002,0.13910434643554687,0.0100555,11.288403214843749,88.58648836046576,1851.7615339069453,249.44790203826594,1.0
Llama2-70B,32,1,32,32,32,2944,0.094937,0.024571346435546874,0.02262,0.14212834643554687,0.0100555,11.53032321484375,86.72783766483091,1854.6716788035037,244.19768883621555,1.0
Llama2-70B,32,1,32,32,32,3072,0.097081,0.024571346435546874,0.023500000000000004,0.14515234643554686,0.0100555,11.77224321484375,84.945577639705,1857.5818237000622,239.1793738862473,1.0
Llama2-70B,32,1,32,32,32,3200,0.10436,0.024571346435546874,0.024380000000000002,0.1533113464355469,0.0100555,12.424963214843752,80.48313566074211,1869.457462145523,223.9193012343718,1.0
Llama2-70B,32,1,32,32,32,3328,0.106455,0.024571346435546874,0.02526,0.15628634643554687,0.0100555,12.66296321484375,78.97045762778355,1872.3665026249896,219.85422274963466,1.0
Llama2-70B,32,1,32,32,32,3456,0.108599,0.024571346435546874,0.026140000000000004,0.15931034643554687,0.0100555,12.90488321484375,77.49004646936729,1875.2766475215476,215.84874717096238,1.0
Llama2-70B,32,1,32,32,32,3584,0.110743,0.024571346435546874,0.027020000000000002,0.1623343464355469,0.0100555,13.146803214843752,76.0641186802677,1878.1867924181065,211.9983647293854,1.0
Llama2-70B,32,1,32,32,32,3712,0.112872,0.024571346435546874,0.0279,0.16534334643554688,0.0100555,13.387523214843752,74.69641575606943,1881.0965651455142,208.32187844920725,1.0
Llama2-70B,32,1,32,32,32,3840,0.114967,0.024571346435546874,0.028780000000000003,0.16831834643554688,0.0100555,13.625523214843751,73.39167709248716,1884.0056056249803,204.8419987501826,1.0
Llama2-70B,32,1,32,32,32,3968,0.117111,0.024571346435546874,0.029660000000000002,0.17134234643554688,0.0100555,13.867443214843751,72.11134630279915,1886.9157505215387,201.40248893374002,1.0
Llama2-70B,32,1,32,32,32,4096,0.119255,0.024571346435546874,0.03054,0.17436634643554688,0.0100555,14.109363214843752,70.87492077232446,1889.8258954180972,198.0866520709925,1.0
Llama2-70B,32,2,16,32,32,128,0.0415735,0.023975299987792967,0.00326,0.06880879998779296,0.0119035,5.666607499023438,352.94486169099815,1091.338038088195,656.2702431165258,1.0
Llama2-70B,32,2,16,32,32,256,0.0436685,0.023975299987792967,0.0041400000000000005,0.07178379998779297,0.0119035,5.904607499023437,338.7185346918961,1094.1951838483876,626.4213242087479,1.0
Llama2-70B,32,2,16,32,32,384,0.0458125,0.023975299987792967,0.00502,0.07480779998779297,0.0119035,6.1465274990234375,325.3869766819982,1097.0534340256736,598.6649026060975,1.0
Llama2-70B,32,2,16,32,32,512,0.0479565,0.023975299987792967,0.0059,0.07783179998779297,0.0119035,6.388447499023438,313.06510702416,1099.9116842029587,573.3903038185431,1.0
Llama2-70B,32,2,16,32,32,640,0.0500855,0.023975299987792967,0.00678,0.08084079998779296,0.0119035,6.6291674990234375,301.6970080020796,1102.7695622110934,550.4435226817609,1.0
Llama2-70B,32,2,16,32,32,768,0.0521805,0.023975299987792967,0.00766,0.08381579998779297,0.0119035,6.867167499023438,291.2408937577851,1105.626707971287,529.7125880220036,1.0
Llama2-70B,32,2,16,32,32,896,0.0543245,0.023975299987792967,0.008539999999999999,0.08683979998779295,0.0119035,7.1090874990234365,281.3300582212185,1108.484958148572,510.1220251215254,1.0
Llama2-70B,32,2,16,32,32,1024,0.0564685,0.023975299987792967,0.00942,0.08986379998779297,0.0119035,7.351007499023438,272.0715494121989,1111.3432083258572,492.01909397533916,1.0
Llama2-70B,32,2,16,32,32,1152,0.063776,0.023975299987792967,0.010299999999999998,0.09805129998779297,0.0119035,8.006007499023436,249.81240652646875,1123.3531655632985,440.3510590046798,1.0
Llama2-70B,32,2,16,32,32,1280,0.065871,0.023975299987792967,0.011179999999999999,0.10102629998779296,0.0119035,8.244007499023438,242.6004586042546,1126.2103113234914,427.4302467411651,1.0
Llama2-70B,32,2,16,32,32,1408,0.068015,0.023975299987792967,0.01206,0.10405029998779297,0.0119035,8.48592749902344,235.6843138513922,1129.0685615007772,415.0071901421659,1.0
Llama2-70B,32,2,16,32,32,1536,0.070159,0.023975299987792967,0.012939999999999998,0.10707429998779296,0.0119035,8.727847499023438,229.15157491280416,1131.9268116780622,403.34340985406817,1.0
Llama2-70B,32,2,16,32,32,1664,0.072288,0.023975299987792967,0.013819999999999999,0.11008329998779297,0.0119035,8.968567499023438,223.00105342550796,1134.7846896861968,392.45265109222726,1.0
Llama2-70B,32,2,16,32,32,1792,0.074383,0.023975299987792967,0.0147,0.11305829998779297,0.0119035,9.20656749902344,217.23622840023108,1137.64183544639,382.3594892133921,1.0
Llama2-70B,32,2,16,32,32,1920,0.076527,0.023975299987792967,0.015579999999999998,0.11608229998779296,0.0119035,9.448487499023438,211.67409071628796,1140.500085623675,372.5809471244381,1.0
Llama2-70B,32,2,16,32,32,2048,0.078671,0.023975299987792967,0.01646,0.11910629998779297,0.0119035,9.690407499023438,206.38966939228843,1143.3583358009607,363.3353890890418,1.0
Llama2-70B,32,2,16,32,32,2176,0.08595,0.023975299987792967,0.01734,0.12726529998779296,0.0119035,10.343127499023439,193.3651112962528,1155.1820795271485,336.0040952667681,1.0
Llama2-70B,32,2,16,32,32,2304,0.088045,0.023975299987792967,0.018220000000000004,0.13024029998779296,0.0119035,10.581127499023438,189.01577362002166,1158.0392252873419,328.8202695460679,1.0
Llama2-70B,32,2,16,32,32,2432,0.090189,0.023975299987792967,0.019100000000000002,0.13326429998779296,0.0119035,10.823047499023438,184.79083642388704,1160.8974754646274,321.79574988763227,1.0
Llama2-70B,32,2,16,32,32,2560,0.092333,0.023975299987792967,0.01998,0.13628829998779296,0.0119035,11.064967499023439,180.7506438836367,1163.7557256419127,315.0974531429477,1.0
Llama2-70B,32,2,16,32,32,2688,0.094462,0.023975299987792967,0.020860000000000004,0.13929729998779297,0.0119035,11.305687499023438,176.90211233706538,1166.613603650047,308.7520917538393,1.0
Llama2-70B,32,2,16,32,32,2816,0.096557,0.023975299987792967,0.021740000000000002,0.14227229998779298,0.0119035,11.54368749902344,173.2548633328123,1169.4707494102402,302.7928450061208,1.0
Llama2-70B,32,2,16,32,32,2944,0.098701,0.023975299987792967,0.02262,0.14529629998779298,0.0119035,11.785607499023438,169.69850728235443,1172.328999587526,296.9394939229404,1.0
Llama2-70B,32,2,16,32,32,3072,0.100845,0.023975299987792967,0.023500000000000004,0.14832029998779298,0.0119035,12.027527499023439,166.28521532479454,1175.1872497648108,291.33503142565587,1.0
Llama2-70B,32,2,16,32,32,3200,0.108124,0.023975299987792967,0.024380000000000002,0.15647929998779297,0.0119035,12.680247499023439,157.7256280016639,1187.0109934909988,274.455947220552,1.0
Llama2-70B,32,2,16,32,32,3328,0.110219,0.023975299987792967,0.02526,0.15945429998779298,0.0119035,12.91824749902344,154.81976174796083,1189.8681392511915,269.88725611083197,1.0
Llama2-70B,32,2,16,32,32,3456,0.112363,0.023975299987792967,0.026140000000000004,0.16247829998779298,0.0119035,13.160167499023439,151.9737495855134,1192.7263894284772,265.3734746821635,1.0
Llama2-70B,32,2,16,32,32,3584,0.114507,0.023975299987792967,0.027020000000000002,0.16550229998779298,0.0119035,13.40208749902344,149.2304836948522,1195.5846396057625,261.02872304875734,1.0
Llama2-70B,32,2,16,32,32,3712,0.116636,0.023975299987792967,0.0279,0.168511299987793,0.0119035,13.64280749902344,146.59739207953797,1198.442517613897,256.8766327750215,1.0
Llama2-70B,32,2,16,32,32,3840,0.118731,0.023975299987792967,0.028780000000000003,0.17148629998779297,0.0119035,13.880807499023438,144.08383663131318,1201.2996633740902,252.9456635954574,1.0
Llama2-70B,32,2,16,32,32,3968,0.120875,0.023975299987792967,0.029660000000000002,0.17451029998779297,0.0119035,14.122727499023439,141.61570420007723,1204.1579135513757,249.050240651784,1.0
Llama2-70B,32,2,16,32,32,4096,0.123019,0.023975299987792967,0.03054,0.177534299987793,0.0119035,14.364647499023441,139.23070511378486,1207.016163728661,245.2905981451363,1.0
Llama2-70B,32,4,8,32,32,128,0.0523015,0.022723602447509764,0.00326,0.07828510244750976,0.0192475,6.432055695800781,621.8851622524712,834.9598677487925,798.2178979080836,1.0
Llama2-70B,32,4,8,32,32,256,0.0543965,0.022723602447509764,0.0041400000000000005,0.08126010244750977,0.0192475,6.670055695800781,599.6951423536465,837.7910661493493,770.0780989120157,1.0
