Model,Device number,Pipeline parallelism,Tensor parallelism,Channels per device,Channels per block,Sequence length,PIM latency,CXL latency,Acc latency,TransformerBlock latency,Embedding latency,Token latency (ms),Throughput (tokens/s),Token energy (mJ),Total power (W),Device utilization
Llama2-70B,32,4,8,32,32,384,0.0565405,0.022723602447509764,0.00502,0.08428410244750976,0.0192475,6.911975695800781,578.7057385676445,840.6233689669981,743.3816193410017,1.0
Llama2-70B,32,4,8,32,32,512,0.0586845,0.022723602447509764,0.0059,0.08730810244750976,0.0192475,7.153895695800781,559.1359128073302,843.4556717846468,718.6358167698854,1.0
Llama2-70B,32,4,8,32,32,640,0.0608135,0.022723602447509764,0.00678,0.09031710244750976,0.0192475,7.394615695800781,540.9341289056442,846.2876024331451,695.8057030372739,1.0
Llama2-70B,32,4,8,32,32,768,0.0629085,0.022723602447509764,0.00766,0.09329210244750977,0.0192475,7.632615695800781,524.0667366759565,849.1188008337017,674.8839988504745,1.0
Llama2-70B,32,4,8,32,32,896,0.0650525,0.022723602447509764,0.008539999999999999,0.09631610244750977,0.0192475,7.874535695800781,507.9664572646565,851.9511036513504,654.818111257331,1.0
Llama2-70B,32,4,8,32,32,1024,0.0671965,0.022723602447509764,0.00942,0.09934010244750976,0.0192475,8.11645569580078,492.82595136562924,854.7834064689991,636.0326850870202,1.0
Llama2-70B,32,4,8,32,32,1152,0.074504,0.022723602447509764,0.010299999999999998,0.10752760244750977,0.0192475,8.771455695800782,456.02464844175717,866.7674163468038,581.691866441267,1.0
Llama2-70B,32,4,8,32,32,1280,0.076599,0.022723602447509764,0.011179999999999999,0.11050260244750976,0.0192475,9.009455695800781,443.97798657962886,869.59861474736,567.6305269960184,1.0
Llama2-70B,32,4,8,32,32,1408,0.078743,0.022723602447509764,0.01206,0.11352660244750976,0.0192475,9.251375695800782,432.36812897087384,872.4309175650089,553.9736342055861,1.0
Llama2-70B,32,4,8,32,32,1536,0.080887,0.022723602447509764,0.012939999999999998,0.11655060244750975,0.0192475,9.493295695800782,421.3499851025751,875.2632203826578,541.0407237149714,1.0
Llama2-70B,32,4,8,32,32,1664,0.083016,0.022723602447509764,0.013819999999999999,0.11955960244750977,0.0192475,9.734015695800782,410.93009555404615,878.0951510311561,528.8710315066712,1.0
Llama2-70B,32,4,8,32,32,1792,0.085111,0.022723602447509764,0.0147,0.12253460244750977,0.0192475,9.972015695800783,401.1225134437364,880.9263494317127,517.5161550397203,1.0
Llama2-70B,32,4,8,32,32,1920,0.087255,0.022723602447509764,0.015579999999999998,0.12555860244750977,0.0192475,10.213935695800782,391.62181152604137,883.7586522493616,506.42292834184946,1.0
Llama2-70B,32,4,8,32,32,2048,0.089399,0.022723602447509764,0.01646,0.12858260244750977,0.0192475,10.455855695800782,382.5607502986538,886.5909550670102,495.8617854042049,1.0
Llama2-70B,32,4,8,32,32,2176,0.096678,0.022723602447509764,0.01734,0.13674160244750977,0.0192475,11.108575695800782,360.08216620534563,898.3887514335614,464.629363160989,1.0
Llama2-70B,32,4,8,32,32,2304,0.098773,0.022723602447509764,0.018220000000000004,0.13971660244750977,0.0192475,11.346575695800784,352.52926585422125,901.2199498341182,456.20764269290106,1.0
Llama2-70B,32,4,8,32,32,2432,0.100917,0.022723602447509764,0.019100000000000002,0.14274060244750977,0.0192475,11.588495695800782,345.16990858869144,904.052252651767,447.9187117392347,1.0
Llama2-70B,32,4,8,32,32,2560,0.103061,0.022723602447509764,0.01998,0.14576460244750977,0.0192475,11.830415695800783,338.1115341044021,906.8845554694158,439.974653588368,1.0
Llama2-70B,32,4,8,32,32,2688,0.10519,0.022723602447509764,0.020860000000000004,0.14877360244750976,0.0192475,12.07113569580078,331.36898638224164,909.7164861179137,432.4158599286596,1.0
Llama2-70B,32,4,8,32,32,2816,0.107285,0.022723602447509764,0.021740000000000002,0.1517486024475098,0.0192475,12.309135695800784,324.9618900021214,912.5476845184705,425.2913662294219,1.0
Llama2-70B,32,4,8,32,32,2944,0.109429,0.022723602447509764,0.02262,0.15477260244750976,0.0192475,12.551055695800782,318.6982909603599,915.3799873361191,418.25292533794504,1.0
Llama2-70B,32,4,8,32,32,3072,0.111573,0.022723602447509764,0.023500000000000004,0.15779660244750976,0.0192475,12.79297569580078,312.6715859636141,918.2122901537681,411.48498747625683,1.0
Llama2-70B,32,4,8,32,32,3200,0.118852,0.022723602447509764,0.024380000000000002,0.1659556024475098,0.0192475,13.445695695800783,297.49297399681876,930.0100865203193,391.2471336285125,1.0
Llama2-70B,32,4,8,32,32,3328,0.120947,0.022723602447509764,0.02526,0.16893060244750976,0.0192475,13.683695695800782,292.31868998866366,932.8412849208763,385.64052226217945,1.0
Llama2-70B,32,4,8,32,32,3456,0.123091,0.022723602447509764,0.026140000000000004,0.17195460244750976,0.0192475,13.925615695800783,287.2404414553954,935.673587738525,380.073924063711,1.0
Llama2-70B,32,4,8,32,32,3584,0.125235,0.022723602447509764,0.027020000000000002,0.1749786024475098,0.0192475,14.167535695800783,282.33562179663954,938.5058905561739,374.69792412511424,1.0
Llama2-70B,32,4,8,32,32,3712,0.127364,0.022723602447509764,0.0279,0.17798760244750977,0.0192475,14.408255695800783,277.61861563615787,941.3378212046717,369.5462694343268,1.0
Llama2-70B,32,4,8,32,32,3840,0.129459,0.022723602447509764,0.028780000000000003,0.18096260244750975,0.0192475,14.64625569580078,273.1073445035401,944.1690196052284,364.659475048173,1.0
Llama2-70B,32,4,8,32,32,3968,0.131603,0.022723602447509764,0.029660000000000002,0.18398660244750975,0.0192475,14.888175695800781,268.66958596735276,947.0013224228775,359.79473204367576,1.0
Llama2-70B,32,4,8,32,32,4096,0.133747,0.022723602447509764,0.03054,0.18701060244750978,0.0192475,15.130095695800783,264.3737409479943,949.833625240526,355.08595528891345,1.0
Llama2-70B,32,8,4,32,32,128,0.0756395,0.02129309097290039,0.00326,0.10019259097290038,0.0339355,8.199342777832031,975.6879565553742,731.0200577078277,966.4527894920351,1.0
Llama2-70B,32,8,4,32,32,256,0.0777345,0.02129309097290039,0.0041400000000000005,0.10316759097290039,0.0339355,8.437342777832031,948.1658160219483,733.8382824285663,944.0316493044484,1.0
Llama2-70B,32,8,4,32,32,384,0.0798785,0.02129309097290039,0.00502,0.10619159097290039,0.0339355,8.679262777832031,921.7372724827554,736.6576115663969,922.2226400926369,1.0
Llama2-70B,32,8,4,32,32,512,0.0820225,0.02129309097290039,0.0059,0.10921559097290039,0.0339355,8.921182777832032,896.7420799716099,739.4769407042276,901.5537696415341,1.0
Llama2-70B,32,8,4,32,32,640,0.0841515,0.02129309097290039,0.00678,0.11222459097290038,0.0339355,9.161902777832031,873.1810622741655,742.2958976729071,882.0946717205362,1.0
Llama2-70B,32,8,4,32,32,768,0.0862465,0.02129309097290039,0.00766,0.11519959097290039,0.0339355,9.399902777832033,851.0726322474899,745.1141223936457,863.935490012517,1.0
Llama2-70B,32,8,4,32,32,896,0.0883905,0.02129309097290039,0.008539999999999999,0.11822359097290039,0.0339355,9.641822777832031,829.7186314597253,747.9334515314762,846.1694995859016,1.0
Llama2-70B,32,8,4,32,32,1024,0.0905345,0.02129309097290039,0.00942,0.12124759097290039,0.0339355,9.883742777832031,809.4099755350751,750.7527806693067,829.2449626046499,1.0
Llama2-70B,32,8,4,32,32,1152,0.097842,0.02129309097290039,0.010299999999999998,0.12943509097290037,0.0339355,10.53874277783203,759.1038294271486,762.723816867293,779.5464288008149,1.0
Llama2-70B,32,8,4,32,32,1280,0.099937,0.02129309097290039,0.011179999999999999,0.13241009097290038,0.0339355,10.77674277783203,742.3393287678866,765.5420415880315,766.0246371094103,1.0
Llama2-70B,32,8,4,32,32,1408,0.102081,0.02129309097290039,0.01206,0.13543409097290038,0.0339355,11.01866277783203,726.0409145195779,768.3613707258618,752.6977309448986,1.0
Llama2-70B,32,8,4,32,32,1536,0.104225,0.02129309097290039,0.012939999999999998,0.1384580909729004,0.0339355,11.260582777832033,710.4428037018716,771.1806998636921,739.919117163533,1.0
Llama2-70B,32,8,4,32,32,1664,0.106354,0.02129309097290039,0.013819999999999999,0.1414670909729004,0.0339355,11.50130277783203,695.5733758630761,773.999656832372,727.7579186794784,1.0
Llama2-70B,32,8,4,32,32,1792,0.108449,0.02129309097290039,0.0147,0.1444420909729004,0.0339355,11.739302777832032,681.4714767479069,776.8178815531106,716.2978741649168,1.0
Llama2-70B,32,8,4,32,32,1920,0.110593,0.02129309097290039,0.015579999999999998,0.1474660909729004,0.0339355,11.981222777832032,667.7114805678938,779.6372106909413,704.9607214660432,1.0
Llama2-70B,32,8,4,32,32,2048,0.112737,0.02129309097290039,0.01646,0.1504900909729004,0.0339355,12.223142777832031,654.4961590818402,782.4565398287717,694.054782217703,1.0
Llama2-70B,32,8,4,32,32,2176,0.123324,0.02129309097290039,0.01734,0.1619570909729004,0.0339355,13.140502777832033,608.8047113003897,799.1819777710715,648.0344278251363,1.0
Llama2-70B,32,8,4,32,32,2304,0.125419,0.02129309097290039,0.018220000000000004,0.1649320909729004,0.0339355,13.378502777832033,597.9742376894277,802.0002024918098,639.4567031245743,1.0
Llama2-70B,32,8,4,32,32,2432,0.127563,0.02129309097290039,0.019100000000000002,0.1679560909729004,0.0339355,13.620422777832033,587.3532804738211,804.8195316296403,630.9192568610335,1.0
Llama2-70B,32,8,4,32,32,2560,0.129707,0.02129309097290039,0.01998,0.17098009097290037,0.0339355,13.86234277783203,577.1030285582898,807.6388607674709,622.6640511055463,1.0
Llama2-70B,32,8,4,32,32,2688,0.131836,0.02129309097290039,0.020860000000000004,0.17398909097290038,0.0339355,14.103062777832031,567.2526688723842,810.4578177361509,614.7469717953751,1.0
Llama2-70B,32,8,4,32,32,2816,0.133931,0.02129309097290039,0.021740000000000002,0.1769640909729004,0.0339355,14.341062777832033,557.8387127881589,813.2760424568891,607.2351005046547,1.0
Llama2-70B,32,8,4,32,32,2944,0.136075,0.02129309097290039,0.02262,0.1799880909729004,0.0339355,14.582982777832031,548.5846154986212,816.09537159472,599.7393875397534,1.0
Llama2-70B,32,8,4,32,32,3072,0.138219,0.02129309097290039,0.023500000000000004,0.1830120909729004,0.0339355,14.824902777832031,539.6325439626193,818.9147007325503,592.4762158115385,1.0
Llama2-70B,32,8,4,32,32,3200,0.145498,0.02129309097290039,0.024380000000000002,0.1911710909729004,0.0339355,15.477622777832032,516.8752407803913,830.6995234192832,570.9353554133277,1.0
Llama2-70B,32,8,4,32,32,3328,0.147593,0.02129309097290039,0.02526,0.1941460909729004,0.0339355,15.715622777832031,509.0475963373562,833.5177481400217,564.7407045998264,1.0
Llama2-70B,32,8,4,32,32,3456,0.149737,0.02129309097290039,0.026140000000000004,0.1971700909729004,0.0339355,15.957542777832032,501.33031829395907,836.3370772778521,558.5373536786846,1.0
Llama2-70B,32,8,4,32,32,3584,0.151881,0.02129309097290039,0.027020000000000002,0.20019409097290036,0.0339355,16.199462777832025,493.8435372651685,839.1564064156826,552.5091396657139,1.0
Llama2-70B,32,8,4,32,32,3712,0.15401,0.02129309097290039,0.0279,0.2032030909729004,0.0339355,16.440182777832028,486.61259476915393,841.9753633843625,546.701748837324,1.0
Llama2-70B,32,8,4,32,32,3840,0.156105,0.02129309097290039,0.028780000000000003,0.20617809097290038,0.0339355,16.678182777832028,479.66856500896967,844.7935881051009,541.1701022421452,1.0
Llama2-70B,32,8,4,32,32,3968,0.158249,0.02129309097290039,0.029660000000000002,0.20920209097290038,0.0339355,16.920102777832028,472.8103667597839,847.6129172429315,535.6197620477421,1.0
Llama2-70B,32,8,4,32,32,4096,0.160393,0.02129309097290039,0.03054,0.2122260909729004,0.0339355,17.16202277783203,466.1455181339988,850.4322463807619,530.2178065007587,1.0
Llama2-70B,32,16,2,32,32,128,0.1225675,0.018461870346069335,0.00326,0.14428937034606934,0.0633115,11.756461127685547,1360.9537620399433,679.3110902759037,1108.4685422741,1.0
Llama2-70B,32,16,2,32,32,256,0.1246625,0.018461870346069335,0.0041400000000000005,0.14726437034606935,0.0633115,11.994461127685547,1333.9490477874735,682.1228281567331,1094.351273489193,1.0
Llama2-70B,32,16,2,32,32,384,0.1268065,0.018461870346069335,0.00502,0.15028837034606932,0.0633115,12.236381127685545,1307.5761397950446,684.9356704546541,1080.284796843465,1.0
Llama2-70B,32,16,2,32,32,512,0.1289505,0.018461870346069335,0.0059,0.15331237034606932,0.0633115,12.478301127685544,1282.2258283622343,687.7485127525755,1066.6860737299598,1.0
Llama2-70B,32,16,2,32,32,640,0.1310795,0.018461870346069335,0.00678,0.15632137034606933,0.0633115,12.719021127685545,1257.9584418782617,690.5609828813463,1053.652146798464,1.0
Llama2-70B,32,16,2,32,32,768,0.1331745,0.018461870346069335,0.00766,0.15929637034606933,0.0633115,12.957021127685547,1234.8517334599737,693.3727207621757,1041.299529207432,1.0
Llama2-70B,32,16,2,32,32,896,0.1353185,0.018461870346069335,0.008539999999999999,0.16232037034606933,0.0633115,13.198941127685547,1212.2184533757081,696.1855630600971,1028.95843962222,1.0
Llama2-70B,32,16,2,32,32,1024,0.1374625,0.018461870346069335,0.00942,0.16534437034606933,0.0633115,13.440861127685546,1190.3999191720782,698.9984053580187,1017.0023175164407,1.0
Llama2-70B,32,16,2,32,32,1152,0.148078,0.018461870346069335,0.010299999999999998,0.17683987034606932,0.0633115,14.360501127685545,1114.1672465143763,715.9035699716624,966.9276597086161,1.0
Llama2-70B,32,16,2,32,32,1280,0.150173,0.018461870346069335,0.011179999999999999,0.17981487034606933,0.0633115,14.598501127685546,1096.0029293457094,718.7153078524916,957.1831259314139,1.0
Llama2-70B,32,16,2,32,32,1408,0.152317,0.018461870346069335,0.01206,0.18283887034606933,0.0633115,14.840421127685545,1078.1365206780556,721.5281501504127,947.4033103992501,1.0
Llama2-70B,32,16,2,32,32,1536,0.154461,0.018461870346069335,0.012939999999999998,0.18586287034606933,0.0633115,15.082341127685545,1060.843264619574,724.3409924483341,937.8949928439338,1.0
Llama2-70B,32,16,2,32,32,1664,0.15659,0.018461870346069335,0.013819999999999999,0.18887187034606934,0.0633115,15.323061127685547,1044.177783190551,727.1534625771048,928.7355036427678,1.0
Llama2-70B,32,16,2,32,32,1792,0.158685,0.018461870346069335,0.0147,0.19184687034606931,0.0633115,15.561061127685544,1028.2075154587958,729.9652004579344,920.017897668884,1.0
Llama2-70B,32,16,2,32,32,1920,0.160829,0.018461870346069335,0.015579999999999998,0.19487087034606934,0.0633115,15.802981127685547,1012.4671965828835,732.7780427558554,911.2511335093245,1.0
Llama2-70B,32,16,2,32,32,2048,0.162973,0.018461870346069335,0.01646,0.19789487034606934,0.0633115,16.044901127685545,997.2015329151473,735.590885053777,902.7150326173995,1.0
Llama2-70B,32,16,2,32,32,2176,0.17356,0.018461870346069335,0.01734,0.20936187034606932,0.0633115,16.962261127685544,943.2704684568878,752.3098361561676,866.9161513668677,1.0
Llama2-70B,32,16,2,32,32,2304,0.175655,0.018461870346069335,0.018220000000000004,0.21233687034606935,0.0633115,17.200261127685547,930.2184357100483,755.1215740369971,859.778058167427,1.0
Llama2-70B,32,16,2,32,32,2432,0.177799,0.018461870346069335,0.019100000000000002,0.21536087034606935,0.0633115,17.442181127685547,917.3164687874724,757.9344163349188,852.5744423027335,1.0
Llama2-70B,32,16,2,32,32,2560,0.179943,0.018461870346069335,0.01998,0.21838487034606932,0.0633115,17.684101127685544,904.7675018636384,760.7472586328399,845.5424869351294,1.0
Llama2-70B,32,16,2,32,32,2688,0.182072,0.018461870346069335,0.020860000000000004,0.22139387034606933,0.0633115,17.924821127685547,892.6169966230464,763.5597287616107,838.7448138775984,1.0
Llama2-70B,32,16,2,32,32,2816,0.184167,0.018461870346069335,0.021740000000000002,0.22436887034606934,0.0633115,18.162821127685547,880.9204191088595,766.37146664244,832.2570999608396,1.0
Llama2-70B,32,16,2,32,32,2944,0.186311,0.018461870346069335,0.02262,0.22739287034606934,0.0633115,18.404741127685547,869.341214255484,769.184308940361,825.6992973472969,1.0
Llama2-70B,32,16,2,32,32,3072,0.188455,0.018461870346069335,0.023500000000000004,0.23041687034606934,0.0633115,18.646661127685547,858.0624643971285,771.9971512382825,819.290707318227,1.0
Llama2-70B,32,16,2,32,32,3200,0.199042,0.018461870346069335,0.024380000000000002,0.24188387034606934,0.0633115,19.564021127685546,817.8277817006643,788.7161023406734,792.5122359508779,1.0
Llama2-70B,32,16,2,32,32,3328,0.201137,0.018461870346069335,0.02526,0.24485887034606935,0.0633115,19.802021127685546,807.998329909371,791.5278402215024,787.0534414071032,1.0
Llama2-70B,32,16,2,32,32,3456,0.203281,0.018461870346069335,0.026140000000000004,0.24788287034606932,0.0633115,20.043941127685546,798.2462080723295,794.3406825194238,781.5198493901781,1.0
Llama2-70B,32,16,2,32,32,3584,0.205425,0.018461870346069335,0.027020000000000002,0.25090687034606934,0.0633115,20.285861127685546,788.7266850192359,797.1535248173453,776.1017644564638,1.0
Llama2-70B,32,16,2,32,32,3712,0.207554,0.018461870346069335,0.0279,0.25391587034606933,0.0633115,20.526581127685546,779.4771033944737,799.9659949461162,770.8509543984854,1.0
Llama2-70B,32,16,2,32,32,3840,0.209649,0.018461870346069335,0.028780000000000003,0.25689087034606933,0.0633115,20.764581127685545,770.5428730593126,802.7777328269453,765.8302523045141,1.0
Llama2-70B,32,16,2,32,32,3968,0.211793,0.018461870346069335,0.029660000000000002,0.25991487034606936,0.0633115,21.00650112768555,761.66896632361,805.5905751248664,760.7339006717566,1.0
Llama2-70B,32,16,2,32,32,4096,0.213937,0.018461870346069335,0.03054,0.26293887034606933,0.0633115,21.248421127685546,752.9971240617433,808.4034174227882,755.7396966609684,1.0
Llama2-70B,32,32,1,32,32,128,0.2184915,0.01302294651031494,0.00326,0.23477444651031495,0.1213595,19.053315220825194,1679.4977477213065,659.4983912457378,1207.3666778721147,1.0
Llama2-70B,32,32,1,32,32,256,0.2205865,0.01302294651031494,0.0041400000000000005,0.23774944651031493,0.1213595,19.291315220825194,1658.7775189871782,662.3068857066125,1200.992600556449,1.0
Llama2-70B,32,32,1,32,32,384,0.2227305,0.01302294651031494,0.00502,0.24077344651031493,0.1213595,19.533235220825194,1638.2334845322227,663.9004293646318,1192.293699093087,1.0
Llama2-70B,32,32,1,32,32,512,0.2248745,0.01302294651031494,0.0059,0.24379744651031493,0.1213595,19.775155220825194,1618.1921022951483,667.9260834625462,1188.0868368135052,1.0
Llama2-70B,32,32,1,32,32,640,0.2303115,0.01302294651031494,0.00678,0.25011444651031495,0.1213595,20.280515220825194,1577.869183872635,675.6759254269294,1173.4992398155184,1.0
Llama2-70B,32,32,1,32,32,768,0.2324065,0.01302294651031494,0.00766,0.25308944651031495,0.1213595,20.518515220825197,1559.5670376539579,678.4844198878039,1167.7546366178296,1.0
Llama2-70B,32,32,1,32,32,896,0.2345505,0.01302294651031494,0.008539999999999999,0.2561134465103149,0.1213595,20.760435220825194,1541.3935045013015,680.0780854800718,1159.7981423703154,1.0
Llama2-70B,32,32,1,32,32,1024,0.2366945,0.01302294651031494,0.00942,0.25913744651031495,0.1213595,21.002355220825194,1523.6386425970898,684.1036176437375,1156.0955030957418,1.0
Llama2-70B,32,32,1,32,32,1152,0.24731,0.01302294651031494,0.010299999999999998,0.27063294651031494,0.1213595,21.921995220825195,1459.721146622686,701.0055388374268,1133.8086431400702,1.0
Llama2-70B,32,32,1,32,32,1280,0.249405,0.01302294651031494,0.011179999999999999,0.27360794651031495,0.1213595,22.159995220825195,1444.0436327318116,703.8140332983013,1128.7889710283303,1.0
Llama2-70B,32,32,1,32,32,1408,0.251549,0.01302294651031494,0.01206,0.276631946510315,0.1213595,22.4019152208252,1428.4492948286966,705.4076988905691,1121.702251077236,1.0
Llama2-70B,32,32,1,32,32,1536,0.253693,0.01302294651031494,0.012939999999999998,0.27965594651031495,0.1213595,22.643835220825196,1413.1881674606993,709.4332310542352,1118.5696586886277,1.0
Llama2-70B,32,32,1,32,32,1664,0.25913,0.01302294651031494,0.013819999999999999,0.28597294651031496,0.1213595,23.149195220825195,1382.3374719831536,717.1830730186181,1107.0629769129291,1.0
Llama2-70B,32,32,1,32,32,1792,0.261225,0.01302294651031494,0.0147,0.2889479465103149,0.1213595,23.38719522082519,1368.270102415082,719.9915674794926,1102.4849344120855,1.0
Llama2-70B,32,32,1,32,32,1920,0.263369,0.01302294651031494,0.015579999999999998,0.29197194651031494,0.1213595,23.629115220825195,1354.261456721716,721.5852330717605,1095.9303989030757,1.0
Llama2-70B,32,32,1,32,32,2048,0.265513,0.01302294651031494,0.01646,0.2949959465103149,0.1213595,23.871035220825192,1340.5367510866502,725.6107652354265,1093.145368001456,1.0
Llama2-70B,32,32,1,32,32,2176,0.2761,0.01302294651031494,0.01734,0.30646294651031497,0.1213595,24.788395220825198,1290.9266499477221,742.3264729178624,1075.4458137165702,1.0
Llama2-70B,32,32,1,32,32,2304,0.278195,0.01302294651031494,0.018220000000000004,0.309437946510315,0.1213595,25.026395220825197,1278.6499900461838,745.134967378737,1071.3851325562819,1.0
Llama2-70B,32,32,1,32,32,2432,0.280339,0.01302294651031494,0.019100000000000002,0.31246194651031495,0.1213595,25.268315220825194,1266.408136844312,746.7286329710046,1065.4652160006344,1.0
Llama2-70B,32,32,1,32,32,2560,0.282483,0.01302294651031494,0.01998,0.3154859465103149,0.1213595,25.51023522082519,1254.3984688105468,750.7541651346709,1063.0787199720633,1.0
Llama2-70B,32,32,1,32,32,2688,0.28792,0.01302294651031494,0.020860000000000004,0.32180294651031494,0.1213595,26.015595220825194,1230.0314380039383,758.5040070990536,1053.7705016658153,1.0
Llama2-70B,32,32,1,32,32,2816,0.290015,0.01302294651031494,0.021740000000000002,0.32477794651031494,0.1213595,26.253595220825193,1218.8806801826736,761.3125015599285,1050.031897053502,1.0
Llama2-70B,32,32,1,32,32,2944,0.292159,0.01302294651031494,0.02262,0.3278019465103149,0.1213595,26.495515220825194,1207.7515660027,762.9061671521958,1044.5081851350753,1.0
Llama2-70B,32,32,1,32,32,3072,0.294303,0.01302294651031494,0.023500000000000004,0.33082594651031494,0.1213595,26.737435220825194,1196.8238440116318,766.931699315862,1042.3702093636316,1.0
Llama2-70B,32,32,1,32,32,3200,0.30489,0.01302294651031494,0.024380000000000002,0.34229294651031494,0.1213595,27.654795220825196,1157.1230140913387,783.6474069982982,1028.1050962619943,1.0
Llama2-70B,32,32,1,32,32,3328,0.306985,0.01302294651031494,0.02526,0.34526794651031495,0.1213595,27.892795220825196,1147.2496659678015,786.4559014591728,1024.748312079317,1.0
Llama2-70B,32,32,1,32,32,3456,0.309129,0.01302294651031494,0.026140000000000004,0.3482919465103149,0.1213595,28.134715220825193,1137.3848908310165,788.0495670514402,1019.7031880560422,1.0
Llama2-70B,32,32,1,32,32,3584,0.311273,0.01302294651031494,0.027020000000000002,0.35131594651031495,0.1213595,28.376635220825197,1127.6883164962303,792.0750992151064,1017.8526235363897,1.0
Llama2-70B,32,32,1,32,32,3712,0.31671,0.01302294651031494,0.0279,0.3576329465103149,0.1213595,28.881995220825193,1107.9566960431664,799.8249411794899,1010.1669554854465,1.0
Llama2-70B,32,32,1,32,32,3840,0.318805,0.01302294651031494,0.028780000000000003,0.36060794651031497,0.1213595,29.119995220825196,1098.9012792527922,802.6334356403643,1007.0525062534958,1.0
Llama2-70B,32,32,1,32,32,3968,0.320949,0.01302294651031494,0.029660000000000002,0.36363194651031494,0.1213595,29.361915220825193,1089.8471628752516,804.2271012326321,1002.3113968046409,1.0
Llama2-70B,32,32,1,32,32,4096,0.323093,0.01302294651031494,0.03054,0.36665594651031497,0.1213595,29.603835220825196,1080.941025421233,808.252633396298,1000.6439426373182,1.0
Llama2-70B,32,80,1,32,10,128,0.66696,0.0014614998626708,0.00978,0.6782014998626709,0.382388,54.78850798901367,1460.1602222137865,648.719185007783,972.6508111547662,0.84375
Llama2-70B,32,80,1,32,10,256,0.675477,0.0014614998626708,0.01242,0.6893584998626708,0.382388,55.68106798901366,1436.754051049895,651.3984978176857,964.3533352248644,0.84375
Llama2-70B,32,80,1,32,10,384,0.684001,0.0014614998626708,0.01506,0.7005224998626708,0.382388,56.57418798901366,1414.0724391048348,654.446097024553,956.7911406921236,0.84375
Llama2-70B,32,80,1,32,10,512,0.692525,0.0014614998626708,0.0177,0.7116864998626709,0.382388,57.46730798901366,1392.0958332569544,657.3095819524897,949.1492465289916,0.84375
Llama2-70B,32,80,1,32,10,640,0.69776,0.0014614998626708,0.0203399999999999,0.7195614998626709,0.382388,58.09730798901367,1377.000118751254,658.4225562922553,943.6232462340272,0.84375
Llama2-70B,32,80,1,32,10,768,0.706272,0.0014614998626708,0.02298,0.7307134998626709,0.382388,58.98946798901367,1356.1742922465307,661.4721920146494,936.5686194761358,0.84375
Llama2-70B,32,80,1,32,10,896,0.714789,0.0014614998626708,0.0256199999999999,0.7418704998626708,0.382388,59.88202798901367,1335.9600983232783,664.1479619029459,929.1524658366956,0.84375
Llama2-70B,32,80,1,32,10,1024,0.723313,0.0014614998626708,0.02826,0.7530344998626708,0.382388,60.77514798901366,1316.3275227970096,667.1991083158134,922.421010428146,0.84375
Llama2-70B,32,80,1,32,10,1152,0.737081,0.0014614998626708,0.0308999999999999,0.7694424998626709,0.382388,62.08778798901367,1288.498150621115,673.0465821726964,913.1243135729948,0.84375
Llama2-70B,32,80,1,32,10,1280,0.742316,0.0014614998626708,0.03354,0.7773174998626708,0.382388,62.71778798901367,1275.555190403298,674.1552960569118,908.1783176664812,0.84375
Llama2-70B,32,80,1,32,10,1408,0.750828,0.0014614998626708,0.03618,0.7884694998626709,0.382388,63.60994798901367,1257.664917660633,677.2091922348561,901.9498370263976,0.84375
Llama2-70B,32,80,1,32,10,1536,0.759345,0.0014614998626708,0.0388199999999999,0.7996264998626709,0.382388,64.50250798901368,1240.261851734911,679.8807016676026,895.3515222561581,0.84375
Llama2-70B,32,80,1,32,10,1664,0.767869,0.0014614998626708,0.04146,0.8107904998626709,0.382388,65.39562798901369,1223.3233697738908,682.9361085360198,889.3914307466767,0.84375
Llama2-70B,32,80,1,32,10,1792,0.776393,0.0014614998626708,0.0441,0.8219544998626709,0.382388,66.28874798901369,1206.8413181262488,685.799593463957,883.3150137416961,0.84375
Llama2-70B,32,80,1,32,10,1920,0.781628,0.0014614998626708,0.04674,0.8298294998626708,0.382388,66.91874798901368,1195.479628715318,686.9047601421721,878.8128881541758,0.84375
Llama2-70B,32,80,1,32,10,2048,0.79014,0.0014614998626708,0.0493799999999999,0.8409814998626708,0.382388,67.81090798901367,1179.7511989215827,689.9622035261165,873.2151308959379,0.84375
Llama2-70B,32,80,1,32,10,2176,0.803901,0.0014614998626708,0.05202,0.8573824998626708,0.382388,69.12298798901368,1157.3573759964645,695.6134414322592,865.2973953661696,0.84375
Llama2-70B,32,80,1,32,10,2304,0.812425,0.0014614998626708,0.05466,0.8685464998626709,0.382388,70.01610798901368,1142.5942157846434,698.6731087562268,859.9847478305402,0.84375
Llama2-70B,32,80,1,32,10,2432,0.820949,0.0014614998626708,0.0573,0.8797104998626709,0.382388,70.90922798901369,1128.202947187562,701.536593684163,854.5434535935402,0.84375
Llama2-70B,32,80,1,32,10,2560,0.826184,0.0014614998626708,0.05994,0.8875854998626709,0.382388,71.53922798901368,1118.2675889693085,702.6374999068288,850.4612772782195,0.84375
Llama2-70B,32,80,1,32,10,2688,0.834696,0.0014614998626708,0.06258,0.8987374998626708,0.382388,72.43138798901367,1104.493538245247,705.6992037463231,845.4565539385873,0.84375
Llama2-70B,32,80,1,32,10,2816,0.843213,0.0014614998626708,0.06522,0.9098944998626708,0.382388,73.32394798901367,1091.0487254721556,708.3629055175193,840.0758829827332,0.84375
